timestamp,x.vel,y.vel,theta.vel
182938.582192541,0.0,0.0,-90.0
182938.617575083,0.0,0.0,-90.0
182938.651575625,0.0,0.0,-90.0
182938.686946875,0.0,0.0,-90.0
182938.720292208,0.0,0.0,-90.0
182938.753635625,0.0,0.0,-90.0
182938.786978291,0.0,0.0,-90.0
182938.822338666,0.0,0.0,-90.0
182938.85568175,0.0,0.0,-90.0
182938.889023791,0.0,0.0,-90.0
182938.924380458,0.0,0.0,-90.0
182938.959722041,0.0,0.0,-90.0
182938.99506525,0.0,0.0,-90.0
182939.030412083,0.0,0.0,-90.0
182939.065753583,0.0,0.0,-90.0
182939.099088458,0.0,0.0,-90.0
182939.132565291,0.0,0.0,-90.0
182939.167906375,0.0,0.0,-90.0
182939.203246416,0.0,0.0,-90.0
182939.238586333,0.0,0.0,-90.0
182939.273932375,0.0,0.0,-90.0
182939.30928675,0.0,0.0,-90.0
182939.344636958,0.0,0.0,-90.0
182939.380016291,0.0,0.0,-90.0
182939.415380375,0.0,0.0,-90.0
182939.450654416,0.0,0.0,-90.0
182939.484901625,0.0,0.0,-90.0
182939.5186455,0.0,0.0,-90.0
182939.552254291,0.0,0.0,-90.0
182939.585599208,0.0,0.0,-90.0
182939.61900025,0.0,0.0,-90.0
182939.652344791,0.0,0.0,-90.0
182939.685683208,0.0,0.0,-90.0
182939.721025208,0.0,0.0,-90.0
182939.756370166,0.0,0.0,-90.0
182939.791714083,0.0,0.0,-90.0
182939.827053958,0.0,0.0,-90.0
182939.860388583,0.0,0.0,-90.0
182939.893723291,0.0,0.0,-90.0
182939.929064666,0.0,0.0,-90.0
182939.963394541,0.0,0.0,-90.0
182939.996730125,0.0,0.0,-90.0
182940.032078166,0.0,0.0,-90.0
182940.06742225,0.0,0.0,-90.0
182940.101875291,0.0,0.0,-90.0
182940.137222041,0.0,0.0,-90.0
182940.1705585,0.0,0.0,-90.0
182940.203894,0.0,0.0,-90.0
182940.23731825,0.0,0.0,-90.0
182940.272662125,0.0,0.0,-90.0
182940.3080025,0.0,0.0,-90.0
182940.343108875,0.0,0.0,-90.0
182940.378450458,0.0,0.0,-90.0
182940.413792416,0.0,0.0,-90.0
182940.449150083,0.0,0.0,-90.0
182940.484184958,0.0,0.0,-90.0
182940.518717416,0.0,0.0,-90.0
182940.553006833,0.0,0.0,-90.0
182940.586378708,0.0,0.0,-90.0
182940.619969291,0.0,0.0,-90.0
182940.654318458,0.0,0.0,0.0
182940.687660458,0.0,0.0,0.0
182940.721003833,0.0,0.0,0.0
182940.754346708,0.0,0.0,0.0
182940.787690041,0.0,0.0,0.0
182940.821033958,0.0,0.0,0.0
182940.854378625,0.0,0.0,0.0
182940.887725291,0.0,0.0,0.0
182940.921070166,0.0,0.0,0.0
182940.954415375,0.0,0.0,0.0
182940.989787,0.0,0.0,0.0
182941.023134125,0.0,0.0,0.0
182941.056480708,0.0,0.0,0.0
182941.089825375,0.0,0.0,0.0
182941.123979666,0.0,0.0,0.0
182941.159349375,0.0,0.0,0.0
182941.194718916,0.0,0.0,0.0
182941.230090833,0.0,0.0,0.0
182941.263684291,0.0,0.0,0.0
182941.297030125,0.0,0.0,0.0
182941.332399208,0.0,0.0,0.0
182941.367475583,0.0,0.0,0.0
182941.401973375,0.0,0.0,0.0
182941.435322583,0.0,0.0,0.0
182941.468690041,0.0,0.0,0.0
182941.504069458,0.0,0.0,0.0
182941.537420333,0.0,0.0,0.0
182941.570773666,0.0,0.0,0.0
182941.606092166,0.0,0.0,0.0
