timestamp,arm_shoulder_pan.pos,arm_shoulder_lift.pos,arm_elbow_flex.pos,arm_wrist_flex.pos,arm_wrist_roll.pos,arm_gripper.pos
309840.651846916,-7.944514501891547,-3.746877601998335,11.292517006802711,-5.199828104856039,53.35775335775338,4.988830975428146
309840.685201833,-7.944514501891547,-3.746877601998335,11.292517006802711,-5.199828104856039,53.35775335775338,4.988830975428146
309840.720563375,-7.944514501891547,-3.746877601998335,11.292517006802711,-5.199828104856039,53.40659340659343,4.988830975428146
309840.755915416,-7.944514501891547,-3.746877601998335,11.292517006802711,-5.199828104856039,53.40659340659343,4.988830975428146
309840.791292875,-7.944514501891547,-3.746877601998335,11.383219954648524,-5.199828104856039,53.40659340659343,4.988830975428146
309840.8266695,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.40659340659343,4.988830975428146
309840.862046708,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.40659340659343,4.988830975428146
309840.895388583,-7.944514501891547,-3.746877601998335,11.655328798185934,-5.285775676837133,53.40659340659343,4.988830975428146
309840.930759666,-7.944514501891547,-3.746877601998335,11.746031746031747,-5.285775676837133,53.35775335775338,4.988830975428146
309840.964100916,-7.944514501891547,-3.746877601998335,11.746031746031747,-5.285775676837133,53.260073260073284,4.988830975428146
309840.99924225,-7.944514501891547,-3.746877601998335,11.655328798185934,-5.285775676837133,53.211233211233235,4.988830975428146
309841.033167791,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.16239316239319,4.988830975428146
309841.067365583,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.16239316239319,4.988830975428146
309841.100710333,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.16239316239319,4.988830975428146
309841.134071625,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.16239316239319,4.988830975428146
309841.169442583,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.16239316239319,4.988830975428146
309841.202784666,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.11355311355311,4.988830975428146
309841.238151666,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.11355311355311,4.988830975428146
309841.2735235,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.11355311355311,4.988830975428146
309841.306864291,-7.944514501891547,-3.746877601998335,11.564625850340121,-5.285775676837133,53.11355311355311,4.988830975428146
309841.342067083,-7.944514501891547,-3.746877601998335,11.473922902494337,-5.285775676837133,53.11355311355311,4.988830975428146
309841.377435083,-7.944514501891547,-3.746877601998335,11.383219954648524,-5.285775676837133,53.11355311355311,4.988830975428146
309841.412801833,-7.944514501891547,-3.746877601998335,11.383219954648524,-5.285775676837133,53.11355311355311,4.988830975428146
309841.448172041,-7.944514501891547,-3.746877601998335,11.292517006802711,-5.285775676837133,53.11355311355311,4.988830975428146
309841.481512958,-7.944514501891547,-3.746877601998335,11.292517006802711,-5.285775676837133,53.11355311355311,4.988830975428146
309841.516879083,-7.860445565363591,-3.746877601998335,11.383219954648524,-5.285775676837133,53.11355311355311,4.988830975428146
309841.552248916,-7.692307692307693,-3.746877601998335,11.473922902494337,-5.285775676837133,53.11355311355311,4.988830975428146
309841.587633,-7.356031946195884,-3.746877601998335,11.564625850340121,-5.285775676837133,53.11355311355311,4.988830975428146
309841.623000375,-7.187894073139972,-3.66361365528725,11.564625850340121,-5.285775676837133,53.211233211233235,4.988830975428146
309841.6583665,-7.103825136612016,-3.413821815154037,11.655328798185934,-5.285775676837133,53.30891330891333,4.988830975428146
309841.693737916,-7.019756200084075,-3.1640299750208243,11.473922902494337,-5.285775676837133,53.35775335775338,4.988830975428146
309841.727079958,-6.935687263556105,-2.997502081598668,11.473922902494337,-5.285775676837133,53.35775335775338,4.988830975428146
309841.762455166,-6.515342580916354,-2.997502081598668,11.473922902494337,-5.285775676837133,53.30891330891333,4.988830975428146
309841.797824,-6.17906683480453,-2.997502081598668,11.473922902494337,-5.371723248818213,53.16239316239319,4.988830975428146
309841.833211,-6.010928961748633,-2.997502081598668,11.383219954648524,-5.371723248818213,53.11355311355311,4.988830975428146
309841.866578916,-5.926860025220677,-2.997502081598668,11.292517006802711,-5.371723248818213,53.211233211233235,4.988830975428146
309841.9019425,-5.842791088692721,-2.914238134887597,11.292517006802711,-5.371723248818213,53.30891330891333,4.988830975428146
309841.937318583,-5.758722152164779,-2.914238134887597,11.292517006802711,-5.371723248818213,53.35775335775338,4.988830975428146
309841.970660041,-5.338377469525014,-2.914238134887597,11.292517006802711,-5.371723248818213,53.35775335775338,4.988830975428146
309842.004001291,-4.918032786885249,-2.914238134887597,11.292517006802711,-5.371723248818213,53.35775335775338,4.988830975428146
309842.037344916,-4.581757040773439,-2.914238134887597,11.383219954648524,-5.371723248818213,53.40659340659343,4.988830975428146
309842.072707708,-4.4976881042454835,-2.914238134887597,11.383219954648524,-5.371723248818213,53.40659340659343,4.988830975428146
309842.108071541,-4.413619167717528,-2.914238134887597,11.473922902494337,-5.371723248818213,53.45543345543348,4.988830975428146
309842.143009333,-4.413619167717528,-2.914238134887597,11.564625850340121,-5.371723248818213,53.45543345543348,4.988830975428146
309842.178129125,-4.413619167717528,-2.914238134887597,11.746031746031747,-5.371723248818213,53.45543345543348,4.988830975428146
309842.213511375,-4.413619167717528,-2.997502081598668,11.927437641723344,-5.371723248818213,53.45543345543348,4.988830975428146
309842.246853708,-4.665825977301381,-3.080766028309739,12.199546485260782,-5.371723248818213,53.45543345543348,4.988830975428146
309842.282212208,-5.086170659941146,-3.330557868442966,12.290249433106567,-5.199828104856039,53.45543345543348,4.988830975428146
309842.3155545,-5.422446406052956,-3.66361365528725,12.290249433106567,-4.6841426729695,53.45543345543348,4.988830975428146
